,file,shot,start_s,end_s,start,end
24489,5300410550331962313.xml,1356,4074.24,4076.1,01:07:54:24,01:07:56:10
24490,5300410550331962313.xml,1357,4076.11,4077.21,01:07:56:11,01:07:57:21
24491,5300410550331962313.xml,1358,4077.22,4079.03,01:07:57:22,01:07:59:03
24492,5300410550331962313.xml,1359,4079.04,4080.05,01:07:59:04,01:08:00:05
24493,5300410550331962313.xml,1360,4080.06,4083.03,01:08:00:06,01:08:03:03
24494,5300410550331962313.xml,1361,4083.04,4087.22,01:08:03:04,01:08:07:22
24495,5300410550331962313.xml,1362,4087.23,4090.07,01:08:07:23,01:08:10:07
24496,5300410550331962313.xml,1363,4090.08,4094.06,01:08:10:08,01:08:14:06
24497,5300410550331962313.xml,1364,4094.07,4095.22,01:08:14:07,01:08:15:22
24498,5300410550331962313.xml,1365,4095.23,4098.07,01:08:15:23,01:08:18:07
24499,5300410550331962313.xml,1366,4098.08,4099.09,01:08:18:08,01:08:19:09
24500,5300410550331962313.xml,1367,4099.1,4101.16,01:08:19:10,01:08:21:16
24501,5300410550331962313.xml,1368,4101.17,4102.18,01:08:21:17,01:08:22:18
24502,5300410550331962313.xml,1369,4102.19,4105.02,01:08:22:19,01:08:25:02
24503,5300410550331962313.xml,1370,4105.03,4106.09,01:08:25:03,01:08:26:09
24504,5300410550331962313.xml,1371,4106.1,4107.2,01:08:26:10,01:08:27:20
24505,5300410550331962313.xml,1372,4107.21,4108.2,01:08:27:21,01:08:28:20
24506,5300410550331962313.xml,1373,4108.21,4110.2,01:08:28:21,01:08:30:20
24507,5300410550331962313.xml,1374,4110.21,4112.15,01:08:30:21,01:08:32:15
24508,5300410550331962313.xml,1375,4112.16,4114.22,01:08:32:16,01:08:34:22
24509,5300410550331962313.xml,1376,4114.23,4118.08,01:08:34:23,01:08:38:08
24510,5300410550331962313.xml,1377,4118.09,4120.07,01:08:38:09,01:08:40:07
24511,5300410550331962313.xml,1378,4120.08,4120.11,01:08:40:08,01:08:40:11
24512,5300410550331962313.xml,1379,4120.12,4121.18,01:08:40:12,01:08:41:18
24513,5300410550331962313.xml,1380,4121.19,4122.21,01:08:41:19,01:08:42:21
24514,5300410550331962313.xml,1381,4122.22,4126.08,01:08:42:22,01:08:46:08
24515,5300410550331962313.xml,1382,4126.09,4135.24,01:08:46:09,01:08:55:24
24516,5300410550331962313.xml,1383,4136.0,4138.17,01:08:56:00,01:08:58:17
24517,5300410550331962313.xml,1384,4138.18,4140.01,01:08:58:18,01:09:00:01
24518,5300410550331962313.xml,1385,4140.02,4142.12,01:09:00:02,01:09:02:12
24519,5300410550331962313.xml,1386,4142.13,4144.13,01:09:02:13,01:09:04:13
24520,5300410550331962313.xml,1387,4144.14,4145.18,01:09:04:14,01:09:05:18
24521,5300410550331962313.xml,1388,4145.19,4147.21,01:09:05:19,01:09:07:21
24522,5300410550331962313.xml,1389,4147.22,4149.17,01:09:07:22,01:09:09:17
24523,5300410550331962313.xml,1390,4149.18,4151.01,01:09:09:18,01:09:11:01
24524,5300410550331962313.xml,1391,4151.02,4152.09,01:09:11:02,01:09:12:09
24525,5300410550331962313.xml,1392,4152.1,4153.09,01:09:12:10,01:09:13:09
24526,5300410550331962313.xml,1393,4153.1,4163.22,01:09:13:10,01:09:23:22
24527,5300410550331962313.xml,1394,4163.23,4165.15,01:09:23:23,01:09:25:15
24528,5300410550331962313.xml,1395,4165.16,4172.16,01:09:25:16,01:09:32:16
24529,5300410550331962313.xml,1396,4172.17,4174.07,01:09:32:17,01:09:34:07
24530,5300410550331962313.xml,1397,4174.08,4176.11,01:09:34:08,01:09:36:11
24531,5300410550331962313.xml,1398,4176.12,4183.11,01:09:36:12,01:09:43:11
24532,5300410550331962313.xml,1399,4183.12,4187.04,01:09:43:12,01:09:47:04
24533,5300410550331962313.xml,1400,4187.05,4191.22,01:09:47:05,01:09:51:22
24534,5300410550331962313.xml,1401,4191.23,4195.04,01:09:51:23,01:09:55:04
24535,5300410550331962313.xml,1402,4195.05,4196.18,01:09:55:05,01:09:56:18
24536,5300410550331962313.xml,1403,4196.19,4198.06,01:09:56:19,01:09:58:06
24537,5300410550331962313.xml,1404,4198.07,4200.15,01:09:58:07,01:10:00:15
24538,5300410550331962313.xml,1405,4200.16,4203.15,01:10:00:16,01:10:03:15
24539,5300410550331962313.xml,1406,4203.16,4204.16,01:10:03:16,01:10:04:16
24540,5300410550331962313.xml,1407,4204.17,4212.02,01:10:04:17,01:10:12:02
24541,5300410550331962313.xml,1408,4212.03,4215.22,01:10:12:03,01:10:15:22
24542,5300410550331962313.xml,1409,4215.23,4218.0,01:10:15:23,01:10:18:00
24543,5300410550331962313.xml,1410,4218.01,4220.08,01:10:18:01,01:10:20:08
24544,5300410550331962313.xml,1411,4220.09,4223.13,01:10:20:09,01:10:23:13
24545,5300410550331962313.xml,1412,4223.14,4225.17,01:10:23:14,01:10:25:17
24546,5300410550331962313.xml,1413,4225.18,4227.13,01:10:25:18,01:10:27:13
24547,5300410550331962313.xml,1414,4227.14,4231.07,01:10:27:14,01:10:31:07
24548,5300410550331962313.xml,1415,4231.08,4231.21,01:10:31:08,01:10:31:21
24549,5300410550331962313.xml,1416,4231.22,4232.11,01:10:31:22,01:10:32:11
24550,5300410550331962313.xml,1417,4232.12,4232.16,01:10:32:12,01:10:32:16
24551,5300410550331962313.xml,1418,4232.17,4234.18,01:10:32:17,01:10:34:18
24552,5300410550331962313.xml,1419,4234.19,4237.19,01:10:34:19,01:10:37:19
24553,5300410550331962313.xml,1420,4237.2,4239.05,01:10:37:20,01:10:39:05
24554,5300410550331962313.xml,1421,4239.06,4239.18,01:10:39:06,01:10:39:18
24555,5300410550331962313.xml,1422,4239.19,4240.24,01:10:39:19,01:10:40:24
24556,5300410550331962313.xml,1423,4241.0,4241.22,01:10:41:00,01:10:41:22
24557,5300410550331962313.xml,1424,4241.23,4242.17,01:10:41:23,01:10:42:17
24558,5300410550331962313.xml,1425,4242.18,4243.0,01:10:42:18,01:10:43:00
24559,5300410550331962313.xml,1426,4243.01,4243.19,01:10:43:01,01:10:43:19
24560,5300410550331962313.xml,1427,4243.2,4244.13,01:10:43:20,01:10:44:13
24561,5300410550331962313.xml,1428,4244.14,4245.08,01:10:44:14,01:10:45:08
24562,5300410550331962313.xml,1429,4245.09,4246.02,01:10:45:09,01:10:46:02
24563,5300410550331962313.xml,1430,4246.03,4247.02,01:10:46:03,01:10:47:02
24564,5300410550331962313.xml,1431,4247.03,4251.02,01:10:47:03,01:10:51:02
24565,5300410550331962313.xml,1432,4251.03,4252.11,01:10:51:03,01:10:52:11
24566,5300410550331962313.xml,1433,4252.12,4253.15,01:10:52:12,01:10:53:15
24567,5300410550331962313.xml,1434,4253.16,4256.12,01:10:53:16,01:10:56:12
24568,5300410550331962313.xml,1435,4256.13,4262.2,01:10:56:13,01:11:02:20
24569,5300410550331962313.xml,1436,4262.21,4266.2,01:11:02:21,01:11:06:20
24570,5300410550331962313.xml,1437,4266.21,4268.1,01:11:06:21,01:11:08:10
24571,5300410550331962313.xml,1438,4268.11,4272.23,01:11:08:11,01:11:12:23
24572,5300410550331962313.xml,1439,4272.24,4274.23,01:11:12:24,01:11:14:23
24573,5300410550331962313.xml,1440,4274.24,4319.06,01:11:14:24,01:11:59:06
24574,5300410550331962313.xml,1441,4319.07,4321.09,01:11:59:07,01:12:01:09
24575,5300410550331962313.xml,1442,4321.1,4324.08,01:12:01:10,01:12:04:08
24576,5300410550331962313.xml,1443,4324.09,4332.07,01:12:04:09,01:12:12:07
24577,5300410550331962313.xml,1444,4332.08,4334.23,01:12:12:08,01:12:14:23
24578,5300410550331962313.xml,1445,4334.24,4337.07,01:12:14:24,01:12:17:07
24579,5300410550331962313.xml,1446,4337.08,4340.02,01:12:17:08,01:12:20:02
24580,5300410550331962313.xml,1447,4340.03,4343.02,01:12:20:03,01:12:23:02
24581,5300410550331962313.xml,1448,4343.03,4344.12,01:12:23:03,01:12:24:12
24582,5300410550331962313.xml,1449,4344.13,4347.2,01:12:24:13,01:12:27:20
24583,5300410550331962313.xml,1450,4347.21,4354.1,01:12:27:21,01:12:34:10
24584,5300410550331962313.xml,1451,4354.11,4356.23,01:12:34:11,01:12:36:23
24585,5300410550331962313.xml,1452,4356.24,4358.2,01:12:36:24,01:12:38:20
24586,5300410550331962313.xml,1453,4358.21,4361.09,01:12:38:21,01:12:41:09
24587,5300410550331962313.xml,1454,4361.1,4362.22,01:12:41:10,01:12:42:22
24588,5300410550331962313.xml,1455,4362.23,4365.13,01:12:42:23,01:12:45:13
24589,5300410550331962313.xml,1456,4365.14,4372.17,01:12:45:14,01:12:52:17
24590,5300410550331962313.xml,1457,4372.18,4374.09,01:12:52:18,01:12:54:09
24591,5300410550331962313.xml,1458,4374.1,4376.24,01:12:54:10,01:12:56:24
24592,5300410550331962313.xml,1459,4377.0,4384.17,01:12:57:00,01:13:04:17
24593,5300410550331962313.xml,1460,4384.18,4386.11,01:13:04:18,01:13:06:11
24594,5300410550331962313.xml,1461,4386.12,4389.18,01:13:06:12,01:13:09:18
24595,5300410550331962313.xml,1462,4389.19,4392.1,01:13:09:19,01:13:12:10
24596,5300410550331962313.xml,1463,4392.11,4399.17,01:13:12:11,01:13:19:17
24597,5300410550331962313.xml,1464,4399.18,4401.2,01:13:19:18,01:13:21:20
24598,5300410550331962313.xml,1465,4401.21,4407.21,01:13:21:21,01:13:27:21
24599,5300410550331962313.xml,1466,4407.22,4410.24,01:13:27:22,01:13:30:24
24600,5300410550331962313.xml,1467,4411.0,4415.2,01:13:31:00,01:13:35:20
24601,5300410550331962313.xml,1468,4415.21,4417.06,01:13:35:21,01:13:37:06
24602,5300410550331962313.xml,1469,4417.07,4418.07,01:13:37:07,01:13:38:07
24603,5300410550331962313.xml,1470,4418.08,4419.14,01:13:38:08,01:13:39:14
24604,5300410550331962313.xml,1471,4419.15,4429.02,01:13:39:15,01:13:49:02
24605,5300410550331962313.xml,1472,4429.03,4431.0,01:13:49:03,01:13:51:00
24606,5300410550331962313.xml,1473,4431.01,4432.07,01:13:51:01,01:13:52:07
24607,5300410550331962313.xml,1474,4432.08,4434.01,01:13:52:08,01:13:54:01
24608,5300410550331962313.xml,1475,4434.02,4435.11,01:13:54:02,01:13:55:11
24609,5300410550331962313.xml,1476,4435.12,4438.18,01:13:55:12,01:13:58:18
24610,5300410550331962313.xml,1477,4438.19,4441.19,01:13:58:19,01:14:01:19
24611,5300410550331962313.xml,1478,4441.2,4443.07,01:14:01:20,01:14:03:07
24612,5300410550331962313.xml,1479,4443.08,4453.12,01:14:03:08,01:14:13:12
24613,5300410550331962313.xml,1480,4453.13,4459.09,01:14:13:13,01:14:19:09
24614,5300410550331962313.xml,1481,4459.1,4461.03,01:14:19:10,01:14:21:03
24615,5300410550331962313.xml,1482,4461.04,4465.23,01:14:21:04,01:14:25:23
24616,5300410550331962313.xml,1483,4465.24,4467.2,01:14:25:24,01:14:27:20
24617,5300410550331962313.xml,1484,4467.21,4472.14,01:14:27:21,01:14:32:14
24618,5300410550331962313.xml,1485,4472.15,4475.09,01:14:32:15,01:14:35:09
24619,5300410550331962313.xml,1486,4475.1,4478.16,01:14:35:10,01:14:38:16
24620,5300410550331962313.xml,1487,4478.17,4482.11,01:14:38:17,01:14:42:11
24621,5300410550331962313.xml,1488,4482.12,4488.01,01:14:42:12,01:14:48:01
24622,5300410550331962313.xml,1489,4488.02,4490.05,01:14:48:02,01:14:50:05
24623,5300410550331962313.xml,1490,4490.06,4492.17,01:14:50:06,01:14:52:17
24624,5300410550331962313.xml,1491,4492.18,4496.05,01:14:52:18,01:14:56:05
24625,5300410550331962313.xml,1492,4496.06,4499.16,01:14:56:06,01:14:59:16
24626,5300410550331962313.xml,1493,4499.17,4503.08,01:14:59:17,01:15:03:08
24627,5300410550331962313.xml,1494,4503.09,4506.08,01:15:03:09,01:15:06:08
24628,5300410550331962313.xml,1495,4506.09,4509.0,01:15:06:09,01:15:09:00
24629,5300410550331962313.xml,1496,4509.01,4511.02,01:15:09:01,01:15:11:02
24630,5300410550331962313.xml,1497,4511.03,4557.14,01:15:11:03,01:15:57:14
24631,5300410550331962313.xml,1498,4557.15,4559.0,01:15:57:15,01:15:59:00
24632,5300410550331962313.xml,1499,4559.01,4561.21,01:15:59:01,01:16:01:21
24633,5300410550331962313.xml,1500,4561.22,4563.12,01:16:01:22,01:16:03:12
24634,5300410550331962313.xml,1501,4563.13,4565.04,01:16:03:13,01:16:05:04
24635,5300410550331962313.xml,1502,4565.05,4567.04,01:16:05:05,01:16:07:04
24636,5300410550331962313.xml,1503,4567.05,4575.04,01:16:07:05,01:16:15:04
24637,5300410550331962313.xml,1504,4575.05,4577.18,01:16:15:05,01:16:17:18
24638,5300410550331962313.xml,1505,4577.19,4590.0,01:16:17:19,01:16:30:00
24639,5300410550331962313.xml,1506,4590.01,4591.17,01:16:30:01,01:16:31:17
24640,5300410550331962313.xml,1507,4591.18,4592.22,01:16:31:18,01:16:32:22
24641,5300410550331962313.xml,1508,4592.23,4594.04,01:16:32:23,01:16:34:04
24642,5300410550331962313.xml,1509,4594.05,4598.04,01:16:34:05,01:16:38:04
24643,5300410550331962313.xml,1510,4598.05,4599.14,01:16:38:05,01:16:39:14
24644,5300410550331962313.xml,1511,4599.15,4601.05,01:16:39:15,01:16:41:05
24645,5300410550331962313.xml,1512,4601.06,4603.02,01:16:41:06,01:16:43:02
24646,5300410550331962313.xml,1513,4603.03,4603.12,01:16:43:03,01:16:43:12
24647,5300410550331962313.xml,1514,4603.13,4604.13,01:16:43:13,01:16:44:13
24648,5300410550331962313.xml,1515,4604.14,4607.07,01:16:44:14,01:16:47:07
24649,5300410550331962313.xml,1516,4607.08,4608.07,01:16:47:08,01:16:48:07
24650,5300410550331962313.xml,1517,4608.08,4610.09,01:16:48:08,01:16:50:09
24651,5300410550331962313.xml,1518,4610.1,4611.23,01:16:50:10,01:16:51:23
24652,5300410550331962313.xml,1519,4611.24,4613.07,01:16:51:24,01:16:53:07
24653,5300410550331962313.xml,1520,4613.08,4616.14,01:16:53:08,01:16:56:14
24654,5300410550331962313.xml,1521,4616.15,4618.13,01:16:56:15,01:16:58:13
24655,5300410550331962313.xml,1522,4618.14,4620.08,01:16:58:14,01:17:00:08
24656,5300410550331962313.xml,1523,4620.09,4621.21,01:17:00:09,01:17:01:21
24657,5300410550331962313.xml,1524,4621.22,4623.05,01:17:01:22,01:17:03:05
24658,5300410550331962313.xml,1525,4623.06,4625.0,01:17:03:06,01:17:05:00
24659,5300410550331962313.xml,1526,4625.01,4626.22,01:17:05:01,01:17:06:22
24660,5300410550331962313.xml,1527,4626.23,4628.11,01:17:06:23,01:17:08:11
24661,5300410550331962313.xml,1528,4628.12,4631.16,01:17:08:12,01:17:11:16
24662,5300410550331962313.xml,1529,4631.17,4633.1,01:17:11:17,01:17:13:10
24663,5300410550331962313.xml,1530,4633.11,4636.11,01:17:13:11,01:17:16:11
24664,5300410550331962313.xml,1531,4636.12,4637.22,01:17:16:12,01:17:17:22
24665,5300410550331962313.xml,1532,4637.23,4639.04,01:17:17:23,01:17:19:04
24666,5300410550331962313.xml,1533,4639.05,4641.19,01:17:19:05,01:17:21:19
24667,5300410550331962313.xml,1534,4641.2,4644.22,01:17:21:20,01:17:24:22
24668,5300410550331962313.xml,1535,4644.23,4646.04,01:17:24:23,01:17:26:04
24669,5300410550331962313.xml,1536,4646.05,4647.15,01:17:26:05,01:17:27:15
24670,5300410550331962313.xml,1537,4647.16,4648.21,01:17:27:16,01:17:28:21
24671,5300410550331962313.xml,1538,4648.22,4649.24,01:17:28:22,01:17:29:24
24672,5300410550331962313.xml,1539,4650.0,4663.19,01:17:30:00,01:17:43:19
24673,5300410550331962313.xml,1540,4663.2,4669.1,01:17:43:20,01:17:49:10
24674,5300410550331962313.xml,1541,4669.11,4671.12,01:17:49:11,01:17:51:12
24675,5300410550331962313.xml,1542,4671.13,4674.0,01:17:51:13,01:17:54:00
24676,5300410550331962313.xml,1543,4674.01,4676.13,01:17:54:01,01:17:56:13
24677,5300410550331962313.xml,1544,4676.14,4684.06,01:17:56:14,01:18:04:06
24678,5300410550331962313.xml,1545,4684.07,4686.04,01:18:04:07,01:18:06:04
24679,5300410550331962313.xml,1546,4686.05,4687.08,01:18:06:05,01:18:07:08
24680,5300410550331962313.xml,1547,4687.09,4688.01,01:18:07:09,01:18:08:01
24681,5300410550331962313.xml,1548,4688.02,4688.18,01:18:08:02,01:18:08:18
24682,5300410550331962313.xml,1549,4688.19,4694.12,01:18:08:19,01:18:14:12
24683,5300410550331962313.xml,1550,4694.13,4699.14,01:18:14:13,01:18:19:14
24684,5300410550331962313.xml,1551,4699.15,4700.22,01:18:19:15,01:18:20:22
24685,5300410550331962313.xml,1552,4700.23,4702.18,01:18:20:23,01:18:22:18
24686,5300410550331962313.xml,1553,4702.19,4704.09,01:18:22:19,01:18:24:09
24687,5300410550331962313.xml,1554,4704.1,4707.23,01:18:24:10,01:18:27:23
24688,5300410550331962313.xml,1555,4707.24,4709.24,01:18:27:24,01:18:29:24
24689,5300410550331962313.xml,1556,4710.0,4718.18,01:18:30:00,01:18:38:18
24690,5300410550331962313.xml,1557,4718.19,4722.01,01:18:38:19,01:18:42:01
24691,5300410550331962313.xml,1558,4722.02,4724.21,01:18:42:02,01:18:44:21
24692,5300410550331962313.xml,1559,4724.22,4726.2,01:18:44:22,01:18:46:20
24693,5300410550331962313.xml,1560,4726.21,4730.15,01:18:46:21,01:18:50:15
24694,5300410550331962313.xml,1561,4730.16,4732.05,01:18:50:16,01:18:52:05
24695,5300410550331962313.xml,1562,4732.06,4733.23,01:18:52:06,01:18:53:23
24696,5300410550331962313.xml,1563,4733.24,4735.16,01:18:53:24,01:18:55:16
24697,5300410550331962313.xml,1564,4735.17,4736.2,01:18:55:17,01:18:56:20
24698,5300410550331962313.xml,1565,4736.21,4737.17,01:18:56:21,01:18:57:17
24699,5300410550331962313.xml,1566,4737.18,4738.04,01:18:57:18,01:18:58:04
24700,5300410550331962313.xml,1567,4738.05,4738.13,01:18:58:05,01:18:58:13
24701,5300410550331962313.xml,1568,4738.14,4740.22,01:18:58:14,01:19:00:22
24702,5300410550331962313.xml,1569,4740.23,4742.23,01:19:00:23,01:19:02:23
24703,5300410550331962313.xml,1570,4742.24,4743.1,01:19:02:24,01:19:03:10
24704,5300410550331962313.xml,1571,4743.11,4748.14,01:19:03:11,01:19:08:14
24705,5300410550331962313.xml,1572,4748.15,4751.11,01:19:08:15,01:19:11:11
24706,5300410550331962313.xml,1573,4751.12,4757.11,01:19:11:12,01:19:17:11
24707,5300410550331962313.xml,1574,4757.12,4762.08,01:19:17:12,01:19:22:08
24708,5300410550331962313.xml,1575,4762.09,4764.21,01:19:22:09,01:19:24:21
24709,5300410550331962313.xml,1576,4764.22,4767.1,01:19:24:22,01:19:27:10
24710,5300410550331962313.xml,1577,4767.11,4769.04,01:19:27:11,01:19:29:04
24711,5300410550331962313.xml,1578,4769.05,4771.01,01:19:29:05,01:19:31:01
24712,5300410550331962313.xml,1579,4771.02,4773.07,01:19:31:02,01:19:33:07
24713,5300410550331962313.xml,1580,4773.08,4775.16,01:19:33:08,01:19:35:16
24714,5300410550331962313.xml,1581,4775.17,4778.02,01:19:35:17,01:19:38:02
24715,5300410550331962313.xml,1582,4778.03,4780.03,01:19:38:03,01:19:40:03
24716,5300410550331962313.xml,1583,4780.04,4781.03,01:19:40:04,01:19:41:03
24717,5300410550331962313.xml,1584,4781.04,4783.0,01:19:41:04,01:19:43:00
24718,5300410550331962313.xml,1585,4783.01,4802.04,01:19:43:01,01:20:02:04
24719,5300410550331962313.xml,1586,4802.05,4803.13,01:20:02:05,01:20:03:13
24720,5300410550331962313.xml,1587,4803.14,4806.02,01:20:03:14,01:20:06:02
24721,5300410550331962313.xml,1588,4806.03,4808.21,01:20:06:03,01:20:08:21
24722,5300410550331962313.xml,1589,4808.22,4814.23,01:20:08:22,01:20:14:23
24723,5300410550331962313.xml,1590,4814.24,4816.07,01:20:14:24,01:20:16:07
24724,5300410550331962313.xml,1591,4816.08,4818.09,01:20:16:08,01:20:18:09
24725,5300410550331962313.xml,1592,4818.1,4821.18,01:20:18:10,01:20:21:18
24726,5300410550331962313.xml,1593,4821.19,4823.14,01:20:21:19,01:20:23:14
24727,5300410550331962313.xml,1594,4823.15,4828.17,01:20:23:15,01:20:28:17
24728,5300410550331962313.xml,1595,4828.18,4832.03,01:20:28:18,01:20:32:03
24729,5300410550331962313.xml,1596,4832.04,4835.2,01:20:32:04,01:20:35:20
24730,5300410550331962313.xml,1597,4835.21,4839.18,01:20:35:21,01:20:39:18
24731,5300410550331962313.xml,1598,4839.19,4842.09,01:20:39:19,01:20:42:09
24732,5300410550331962313.xml,1599,4842.1,4844.07,01:20:42:10,01:20:44:07
24733,5300410550331962313.xml,1600,4844.08,4846.07,01:20:44:08,01:20:46:07
24734,5300410550331962313.xml,1601,4846.08,4847.07,01:20:46:08,01:20:47:07
24735,5300410550331962313.xml,1602,4847.08,4849.16,01:20:47:08,01:20:49:16
24736,5300410550331962313.xml,1603,4849.17,4851.2,01:20:49:17,01:20:51:20
24737,5300410550331962313.xml,1604,4851.21,4853.18,01:20:51:21,01:20:53:18
24738,5300410550331962313.xml,1605,4853.19,4857.13,01:20:53:19,01:20:57:13
24739,5300410550331962313.xml,1606,4857.14,4858.22,01:20:57:14,01:20:58:22
24740,5300410550331962313.xml,1607,4858.23,4859.15,01:20:58:23,01:20:59:15
24741,5300410550331962313.xml,1608,4859.16,4860.0,01:20:59:16,01:21:00:00
24742,5300410550331962313.xml,1609,4860.01,4862.23,01:21:00:01,01:21:02:23
24743,5300410550331962313.xml,1610,4862.24,4864.05,01:21:02:24,01:21:04:05
24744,5300410550331962313.xml,1611,4864.06,4866.0,01:21:04:06,01:21:06:00
24745,5300410550331962313.xml,1612,4866.01,4868.22,01:21:06:01,01:21:08:22
24746,5300410550331962313.xml,1613,4868.23,4870.2,01:21:08:23,01:21:10:20
24747,5300410550331962313.xml,1614,4870.21,4873.11,01:21:10:21,01:21:13:11
24748,5300410550331962313.xml,1615,4873.12,4874.12,01:21:13:12,01:21:14:12
24749,5300410550331962313.xml,1616,4874.13,4877.02,01:21:14:13,01:21:17:02
24750,5300410550331962313.xml,1617,4877.03,4880.12,01:21:17:03,01:21:20:12
24751,5300410550331962313.xml,1618,4880.13,4883.06,01:21:20:13,01:21:23:06
24752,5300410550331962313.xml,1619,4883.07,4884.21,01:21:23:07,01:21:24:21
24753,5300410550331962313.xml,1620,4884.22,4888.14,01:21:24:22,01:21:28:14
24754,5300410550331962313.xml,1621,4888.15,4898.06,01:21:28:15,01:21:38:06
24755,5300410550331962313.xml,1622,4898.07,4899.23,01:21:38:07,01:21:39:23
24756,5300410550331962313.xml,1623,4899.24,4915.24,01:21:39:24,01:21:55:24
24757,5300410550331962313.xml,1624,4916.0,4918.06,01:21:56:00,01:21:58:06
24758,5300410550331962313.xml,1625,4918.07,4932.02,01:21:58:07,01:22:12:02
24759,5300410550331962313.xml,1626,4932.03,4933.13,01:22:12:03,01:22:13:13
24760,5300410550331962313.xml,1627,4933.14,4934.01,01:22:13:14,01:22:14:01
24761,5300410550331962313.xml,1628,4934.02,4935.07,01:22:14:02,01:22:15:07
24762,5300410550331962313.xml,1629,4935.08,4939.02,01:22:15:08,01:22:19:02
24763,5300410550331962313.xml,1630,4939.03,4939.09,01:22:19:03,01:22:19:09
24764,5300410550331962313.xml,1631,4939.1,4942.22,01:22:19:10,01:22:22:22
24765,5300410550331962313.xml,1632,4942.23,4943.08,01:22:22:23,01:22:23:08
24766,5300410550331962313.xml,1633,4943.09,4944.12,01:22:23:09,01:22:24:12
24767,5300410550331962313.xml,1634,4944.13,4944.22,01:22:24:13,01:22:24:22
24768,5300410550331962313.xml,1635,4944.23,4946.19,01:22:24:23,01:22:26:19
24769,5300410550331962313.xml,1636,4946.2,4947.04,01:22:26:20,01:22:27:04
24770,5300410550331962313.xml,1637,4947.05,4947.14,01:22:27:05,01:22:27:14
24771,5300410550331962313.xml,1638,4947.15,4948.01,01:22:27:15,01:22:28:01
24772,5300410550331962313.xml,1639,4948.02,4949.17,01:22:28:02,01:22:29:17
24773,5300410550331962313.xml,1640,4949.18,4950.18,01:22:29:18,01:22:30:18
24774,5300410550331962313.xml,1641,4950.19,4951.12,01:22:30:19,01:22:31:12
24775,5300410550331962313.xml,1642,4951.13,4951.23,01:22:31:13,01:22:31:23
24776,5300410550331962313.xml,1643,4951.24,4952.02,01:22:31:24,01:22:32:02
24777,5300410550331962313.xml,1644,4952.03,4959.02,01:22:32:03,01:22:39:02
24778,5300410550331962313.xml,1645,4959.03,4960.03,01:22:39:03,01:22:40:03
24779,5300410550331962313.xml,1646,4960.04,4961.19,01:22:40:04,01:22:41:19
24780,5300410550331962313.xml,1647,4961.2,4964.01,01:22:41:20,01:22:44:01
24781,5300410550331962313.xml,1648,4964.02,4964.2,01:22:44:02,01:22:44:20
24782,5300410550331962313.xml,1649,4964.21,4966.02,01:22:44:21,01:22:46:02
24783,5300410550331962313.xml,1650,4966.03,4966.23,01:22:46:03,01:22:46:23
24784,5300410550331962313.xml,1651,4966.24,4967.12,01:22:46:24,01:22:47:12
24785,5300410550331962313.xml,1652,4967.13,4968.1,01:22:47:13,01:22:48:10
24786,5300410550331962313.xml,1653,4968.11,4970.05,01:22:48:11,01:22:50:05
24787,5300410550331962313.xml,1654,4970.06,4972.03,01:22:50:06,01:22:52:03
24788,5300410550331962313.xml,1655,4972.04,4974.11,01:22:52:04,01:22:54:11
24789,5300410550331962313.xml,1656,4974.12,4976.19,01:22:54:12,01:22:56:19
24790,5300410550331962313.xml,1657,4976.2,4978.16,01:22:56:20,01:22:58:16
24791,5300410550331962313.xml,1658,4978.17,4979.17,01:22:58:17,01:22:59:17
24792,5300410550331962313.xml,1659,4979.18,4980.04,01:22:59:18,01:23:00:04
24793,5300410550331962313.xml,1660,4980.05,4982.03,01:23:00:05,01:23:02:03
24794,5300410550331962313.xml,1661,4982.04,4983.17,01:23:02:04,01:23:03:17
24795,5300410550331962313.xml,1662,4983.18,4986.06,01:23:03:18,01:23:06:06
24796,5300410550331962313.xml,1663,4986.07,4987.05,01:23:06:07,01:23:07:05
24797,5300410550331962313.xml,1664,4987.06,4987.21,01:23:07:06,01:23:07:21
24798,5300410550331962313.xml,1665,4987.22,4988.23,01:23:07:22,01:23:08:23
24799,5300410550331962313.xml,1666,4988.24,4989.15,01:23:08:24,01:23:09:15
24800,5300410550331962313.xml,1667,4989.16,4990.18,01:23:09:16,01:23:10:18
24801,5300410550331962313.xml,1668,4990.19,4991.15,01:23:10:19,01:23:11:15
24802,5300410550331962313.xml,1669,4991.16,4992.17,01:23:11:16,01:23:12:17
24803,5300410550331962313.xml,1670,4992.18,4999.02,01:23:12:18,01:23:19:02
24804,5300410550331962313.xml,1671,4999.03,4999.09,01:23:19:03,01:23:19:09
24805,5300410550331962313.xml,1672,4999.1,5000.18,01:23:19:10,01:23:20:18
24806,5300410550331962313.xml,1673,5000.19,5002.14,01:23:20:19,01:23:22:14
24807,5300410550331962313.xml,1674,5002.15,5003.18,01:23:22:15,01:23:23:18
24808,5300410550331962313.xml,1675,5003.19,5004.08,01:23:23:19,01:23:24:08
24809,5300410550331962313.xml,1676,5004.09,5005.14,01:23:24:09,01:23:25:14
24810,5300410550331962313.xml,1677,5005.15,5006.16,01:23:25:15,01:23:26:16
24811,5300410550331962313.xml,1678,5006.17,5008.0,01:23:26:17,01:23:28:00
24812,5300410550331962313.xml,1679,5008.01,5009.0,01:23:28:01,01:23:29:00
24813,5300410550331962313.xml,1680,5009.01,5009.19,01:23:29:01,01:23:29:19
